Geography,Major field of,Highest certifi,Total - Sex,  Male,  Female
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,    Apprenticeship or trades certificate or diploma,1835,1450,385
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"    College, CEGEP or other non-university certificate or diploma",3580,1530,2050
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,    University certificate or diploma below bachelor level,220,95,120
Nunavut,Total - Major field of study - Classification of Instructional Programs (CIP) 2016,"    University certificate, diploma or degree at bachelor level or above",2540,1090,1445
Nunavut,  Education,"Total - Highest certificate, diploma or degree",1005,295,715
Nunavut,  Education,"  No certificate, diploma or degree",0,0,0
Nunavut,  Education,  Secondary (high) school diploma or equivalency certificate,0,0,0
Nunavut,  Education,"  Postsecondary certificate, diploma or degree",1005,295,715
Nunavut,  Education,    Apprenticeship or trades certificate or diploma,15,10,10
Nunavut,  Education,"    College, CEGEP or other non-university certificate or diploma",200,50,150
Nunavut,  Education,    University certificate or diploma below bachelor level,50,15,35
Nunavut,  Education,"    University certificate, diploma or degree at bachelor level or above",745,225,520
Nunavut,"  Visual and performing arts, and communications technologies","Total - Highest certificate, diploma or degree",195,110,85
Nunavut,"  Visual and performing arts, and communications technologies","  No certificate, diploma or degree",0,0,0
Nunavut,"  Visual and performing arts, and communications technologies",  Secondary (high) school diploma or equivalency certificate,0,0,0
Nunavut,"  Visual and performing arts, and communications technologies","  Postsecondary certificate, diploma or degree",195,105,90
Nunavut,"  Visual and performing arts, and communications technologies",    Apprenticeship or trades certificate or diploma,30,15,20
Nunavut,"  Visual and performing arts, and communications technologies","    College, CEGEP or other non-university certificate or diploma",120,75,45
Nunavut,"  Visual and performing arts, and communications technologies",    University certificate or diploma below bachelor level,0,0,0
Nunavut,"  Visual and performing arts, and communications technologies","    University certificate, diploma or degree at bachelor level or above",40,20,25
Nunavut,  Humanities,"Total - Highest certificate, diploma or degree",370,155,215
Nunavut,  Humanities,"  No certificate, diploma or degree",0,0,0
Nunavut,  Humanities,  Secondary (high) school diploma or equivalency certificate,0,0,0
Nunavut,  Humanities,"  Postsecondary certificate, diploma or degree",370,155,215
Nunavut,  Humanities,    Apprenticeship or trades certificate or diploma,25,10,15
Nunavut,  Humanities,"    College, CEGEP or other non-university certificate or diploma",145,40,100
Nunavut,  Humanities,    University certificate or diploma below bachelor level,10,0,10
Nunavut,  Humanities,"    University certificate, diploma or degree at bachelor level or above",190,100,95
Nunavut,  Social and behavioural sciences and law,"Total - Highest certificate, diploma or degree",1010,320,690
Nunavut,  Social and behavioural sciences and law,"  No certificate, diploma or degree",0,0,0
Nunavut,  Social and behavioural sciences and law,  Secondary (high) school diploma or equivalency certificate,0,0,0
Nunavut,  Social and behavioural sciences and law,"  Postsecondary certificate, diploma or degree",1010,320,690
Nunavut,  Social and behavioural sciences and law,    Apprenticeship or trades certificate or diploma,40,10,35
Nunavut,  Social and behavioural sciences and law,"    College, CEGEP or other non-university certificate or diploma",500,95,410
Nunavut,  Social and behavioural sciences and law,    University certificate or diploma below bachelor level,25,15,10
Nunavut,  Social and behavioural sciences and law,"    University certificate, diploma or degree at bachelor level or above",440,205,230
Nunavut,"  Business, management and public administration","Total - Highest certificate, diploma or degree",1655,555,1105
Nunavut,"  Business, management and public administration","  No certificate, diploma or degree",0,0,0
Nunavut,"  Business, management and public administration",  Secondary (high) school diploma or equivalency certificate,0,0,0
Nunavut,"  Business, management and public administration","  Postsecondary certificate, diploma or degree",1655,550,1105
Nunavut,"  Business, management and public administration",    Apprenticeship or trades certificate or diploma,125,35,90
Nunavut,"  Business, management and public administration","    College, CEGEP or other non-university certificate or diploma",1055,270,790
Nunavut,"  Business, management and public administration",    University certificate or diploma below bachelor level,60,25,30
Nunavut,"  Business, management and public administration","    University certificate, diploma or degree at bachelor level or above",415,225,195
Nunavut,  Physical and life sciences and technologies,"Total - Highest certificate, diploma or degree",210,110,105
Nunavut,  Physical and life sciences and technologies,"  No certificate, diploma or degree",0,0,0
Nunavut,  Physical and life sciences and technologies,  Secondary (high) school diploma or equivalency certificate,0,0,0
Nunavut,  Physical and life sciences and technologies,"  Postsecondary certificate, diploma or degree",210,105,100
Nunavut,  Physical and life sciences and technologies,    Apprenticeship or trades certificate or diploma,15,15,0
Nunavut,  Physical and life sciences and technologies,"    College, CEGEP or other non-university certificate or diploma",35,20,10
Nunavut,  Physical and life sciences and technologies,    University certificate or diploma below bachelor level,10,0,0
Nunavut,  Physical and life sciences and technologies,"    University certificate, diploma or degree at bachelor level or above",155,70,85
Nunavut,"  Mathematics, computer and information sciences","Total - Highest certificate, diploma or degree",170,105,65
Nunavut,"  Mathematics, computer and information sciences","  No certificate, diploma or degree",0,0,0
Nunavut,"  Mathematics, computer and information sciences",  Secondary (high) school diploma or equivalency certificate,0,0,0
Nunavut,"  Mathematics, computer and information sciences","  Postsecondary certificate, diploma or degree",170,105,65
Nunavut,"  Mathematics, computer and information sciences",    Apprenticeship or trades certificate or diploma,15,10,0
Nunavut,"  Mathematics, computer and information sciences","    College, CEGEP or other non-university certificate or diploma",90,55,35
Nunavut,"  Mathematics, computer and information sciences",    University certificate or diploma below bachelor level,10,10,0
Nunavut,"  Mathematics, computer and information sciences","    University certificate, diploma or degree at bachelor level or above",55,35,20
Nunavut,"  Architecture, engineering, and related technologies","Total - Highest certificate, diploma or degree",1620,1475,140
Nunavut,"  Architecture, engineering, and related technologies","  No certificate, diploma or degree",0,0,0
Nunavut,"  Architecture, engineering, and related technologies",  Secondary (high) school diploma or equivalency certificate,0,0,0
